Bereich,Unterbereich,Teilbereich31,Teilbereich,Menge,Jahr,lfdNr
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,12,Versorgungsaufwendungen,221658.95,2011,8510
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,13,Aufwendungen f.Sach-/Dienstleistungen,57240.00,2011,8511
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,14,Bilanzielle Abschreibungen,4074.78,2011,8512
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,16,Sonstige ordentliche Aufwendungen,9199.65,2011,8513
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,17,Ordentliche Aufwendungen,1252094.55,2011,8514
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,18,Ordentliches Ergebnis,1208694.55,2011,8515
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,22,Ergebnis lfd. Verwaltungstätigkeit,1208694.55,2011,8516
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,26,Ergebnis vor int.Leistungsbeziehungen,1208694.55,2011,8517
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,28,Aufwend. aus int.Leistungsbeziehungen,55300.00,2011,8518
Innere Verwaltung, Wirtschaftlichkeitsprüfung und Revision,Interne,Leistungsbeziehungen,55300.00,2011,8519
Innere Verwaltung, Public Relations,2,Zuwendungen und allgemeine Umlagen,-840.34,2011,8521
Innere Verwaltung, Public Relations,5,Privatrechtliche Leistungsentgelte,-8413.25,2011,8522
Innere Verwaltung, Public Relations,6,Kostenerstattungen und Kostenumlagen,-67675.11,2011,8523
Innere Verwaltung, Public Relations,10,Ordentliche Erträge,-76928.70,2011,8524
Innere Verwaltung, Public Relations,11,Personalaufwendungen,840781.85,2011,8525
Innere Verwaltung, Public Relations,12,Versorgungsaufwendungen,25815.24,2011,8526
Innere Verwaltung, Public Relations,13,Aufwendungen f.Sach-/Dienstleistungen,54672.87,2011,8527
Innere Verwaltung, Public Relations,14,Bilanzielle Abschreibungen,7581.52,2011,8528
Innere Verwaltung, Public Relations,15,Transferaufwendungen,0.00,2011,8529
Innere Verwaltung, Public Relations,16,Sonstige ordentliche Aufwendungen,346864.31,2011,8530
Innere Verwaltung, Public Relations,17,Ordentliche Aufwendungen,1275715.79,2011,8531
Innere Verwaltung, Public Relations,18,Ordentliches Ergebnis,1198787.09,2011,8532
Innere Verwaltung, Public Relations,22,Ergebnis lfd. Verwaltungstätigkeit,1198787.09,2011,8533
Innere Verwaltung, Public Relations,26,Ergebnis vor int.Leistungsbeziehungen,1198787.09,2011,8534
Innere Verwaltung, Public Relations,28,Aufwend. aus int.Leistungsbeziehungen,73740.00,2011,8535
Innere Verwaltung, Public Relations,Interne,Leistungsbeziehungen,73740.00,2011,8536
Innere Verwaltung, Personal- und Organisationsmanagement,2,Zuwendungen und allgemeine Umlagen,0.00,2011,8538
Innere Verwaltung, Personal- und Organisationsmanagement,6,Kostenerstattungen und Kostenumlagen,-2222698.79,2011,8539
Innere Verwaltung, Personal- und Organisationsmanagement,7,Sonstige ordentliche Erträge,-59963.85,2011,8540
Innere Verwaltung, Personal- und Organisationsmanagement,10,Ordentliche Erträge,-2282662.64,2011,8541
Innere Verwaltung, Personal- und Organisationsmanagement,11,Personalaufwendungen,4613606.36,2011,8542
Innere Verwaltung, Personal- und Organisationsmanagement,12,Versorgungsaufwendungen,1928868.01,2011,8543
Innere Verwaltung, Personal- und Organisationsmanagement,13,Aufwendungen f.Sach-/Dienstleistungen,568924.70,2011,8544
Innere Verwaltung, Personal- und Organisationsmanagement,14,Bilanzielle Abschreibungen,24413.85,2011,8545
Innere Verwaltung, Personal- und Organisationsmanagement,15,Transferaufwendungen,46380.00,2011,8546
Innere Verwaltung, Personal- und Organisationsmanagement,16,Sonstige ordentliche Aufwendungen,1302442.85,2011,8547
Innere Verwaltung, Personal- und Organisationsmanagement,17,Ordentliche Aufwendungen,8484635.77,2011,8548
Innere Verwaltung, Personal- und Organisationsmanagement,18,Ordentliches Ergebnis,6201973.13,2011,8549
Innere Verwaltung, Personal- und Organisationsmanagement,22,Ergebnis lfd. Verwaltungstätigkeit,6201973.13,2011,8550
Innere Verwaltung, Personal- und Organisationsmanagement,26,Ergebnis vor int.Leistungsbeziehungen,6201973.13,2011,8551
Innere Verwaltung, Personal- und Organisationsmanagement,28,Aufwend. aus int.Leistungsbeziehungen,200330.00,2011,8552
Innere Verwaltung, Personal- und Organisationsmanagement,Interne,Leistungsbeziehungen,200330.00,2011,8553
Innere Verwaltung, Finanz- und Beteiligungsmanagement,2,Zuwendungen und allgemeine Umlagen,-387.90,2011,8555
Innere Verwaltung, Finanz- und Beteiligungsmanagement,4,Öffentlich-rechtl. Leistungsentgelte,0.00,2011,8556
Innere Verwaltung, Finanz- und Beteiligungsmanagement,6,Kostenerstattungen und Kostenumlagen,-282287.00,2011,8557
Innere Verwaltung, Finanz- und Beteiligungsmanagement,7,Sonstige ordentliche Erträge,-1774365.44,2011,8558
Innere Verwaltung, Finanz- und Beteiligungsmanagement,10,Ordentliche Erträge,-2057040.34,2011,8559
Innere Verwaltung, Finanz- und Beteiligungsmanagement,11,Personalaufwendungen,6064791.09,2011,8560
Innere Verwaltung, Finanz- und Beteiligungsmanagement,12,Versorgungsaufwendungen,1430891.13,2011,8561
Innere Verwaltung, Finanz- und Beteiligungsmanagement,13,Aufwendungen f.Sach-/Dienstleistungen,462812.20,2011,8562
Innere Verwaltung, Finanz- und Beteiligungsmanagement,14,Bilanzielle Abschreibungen,28782.49,2011,8563
Innere Verwaltung, Finanz- und Beteiligungsmanagement,15,Transferaufwendungen,5705.86,2011,8564
Innere Verwaltung, Finanz- und Beteiligungsmanagement,16,Sonstige ordentliche Aufwendungen,1355853.06,2011,8565
Innere Verwaltung, Finanz- und Beteiligungsmanagement,17,Ordentliche Aufwendungen,9348835.83,2011,8566
Innere Verwaltung, Finanz- und Beteiligungsmanagement,18,Ordentliches Ergebnis,7291795.49,2011,8567
Innere Verwaltung, Finanz- und Beteiligungsmanagement,22,Ergebnis lfd. Verwaltungstätigkeit,7291795.49,2011,8568
Innere Verwaltung, Finanz- und Beteiligungsmanagement,26,Ergebnis vor int.Leistungsbeziehungen,7291795.49,2011,8569
Innere Verwaltung, Finanz- und Beteiligungsmanagement,28,Aufwend. aus int.Leistungsbeziehungen,399420.00,2011,8570
Innere Verwaltung, Finanz- und Beteiligungsmanagement,Interne,Leistungsbeziehungen,399420.00,2011,8571
Innere Verwaltung, Recht,2,Zuwendungen und allgemeine Umlagen,-17491.00,2011,8573
Innere Verwaltung, Recht,4,Öffentlich-rechtl. Leistungsentgelte,-32062.42,2011,8574
Innere Verwaltung, Recht,5,Privatrechtliche Leistungsentgelte,-49773.36,2011,8575
Innere Verwaltung, Recht,6,Kostenerstattungen und Kostenumlagen,-588651.78,2011,8576
Innere Verwaltung, Recht,10,Ordentliche Erträge,-687978.56,2011,8577
Innere Verwaltung, Recht,11,Personalaufwendungen,833524.96,2011,8578
Innere Verwaltung, Recht,12,Versorgungsaufwendungen,146548.98,2011,8579
Innere Verwaltung, Recht,13,Aufwendungen f.Sach-/Dienstleistungen,43200.00,2011,8580
Innere Verwaltung, Recht,14,Bilanzielle Abschreibungen,3482.10,2011,8581
Innere Verwaltung, Recht,16,Sonstige ordentliche Aufwendungen,951731.75,2011,8582
Innere Verwaltung, Recht,17,Ordentliche Aufwendungen,1978487.79,2011,8583
Innere Verwaltung, Recht,18,Ordentliches Ergebnis,1290509.23,2011,8584
Innere Verwaltung, Recht,22,Ergebnis lfd. Verwaltungstätigkeit,1290509.23,2011,8585
Innere Verwaltung, Recht,26,Ergebnis vor int.Leistungsbeziehungen,1290509.23,2011,8586
Innere Verwaltung, Recht,28,Aufwend. aus int.Leistungsbeziehungen,61450.00,2011,8587
Innere Verwaltung, Recht,Interne,Leistungsbeziehungen,61450.00,2011,8588
Innere Verwaltung, Immobilienmanagement,2,Zuwendungen und allgemeine Umlagen,-6733007.14,2011,8590
Innere Verwaltung, Immobilienmanagement,4,Öffentlich-rechtl. Leistungsentgelte,-2597.20,2011,8591
Innere Verwaltung, Immobilienmanagement,5,Privatrechtliche Leistungsentgelte,-13693433.35,2011,8592
Innere Verwaltung, Immobilienmanagement,6,Kostenerstattungen und Kostenumlagen,-626583.11,2011,8593
Innere Verwaltung, Immobilienmanagement,7,Sonstige ordentliche Erträge,-7856325.82,2011,8594
Innere Verwaltung, Immobilienmanagement,8,Aktivierte Eigenleistungen,-272476.00,2011,8595
Innere Verwaltung, Immobilienmanagement,10,Ordentliche Erträge,-29184422.62,2011,8596
Innere Verwaltung, Immobilienmanagement,11,Personalaufwendungen,10916335.07,2011,8597
Innere Verwaltung, Immobilienmanagement,12,Versorgungsaufwendungen,1366206.33,2011,8598
Innere Verwaltung, Immobilienmanagement,13,Aufwendungen f.Sach-/Dienstleistungen,35424201.38,2011,8599
Innere Verwaltung, Immobilienmanagement,14,Bilanzielle Abschreibungen,17085205.34,2011,8600
Innere Verwaltung, Immobilienmanagement,15,Transferaufwendungen,150014.18,2011,8601
Innere Verwaltung, Immobilienmanagement,16,Sonstige ordentliche Aufwendungen,17238200.63,2011,8602
Innere Verwaltung, Immobilienmanagement,17,Ordentliche Aufwendungen,82180162.93,2011,8603
Innere Verwaltung, Immobilienmanagement,18,Ordentliches Ergebnis,52995740.31,2011,8604
Innere Verwaltung, Immobilienmanagement,19,Finanzerträge,-20444.45,2011,8605
Innere Verwaltung, Immobilienmanagement,21,Finanzergebnis,-20444.45,2011,8606
Innere Verwaltung, Immobilienmanagement,22,Ergebnis lfd. Verwaltungstätigkeit,52975295.86,2011,8607
Innere Verwaltung, Immobilienmanagement,26,Ergebnis vor int.Leistungsbeziehungen,52975295.86,2011,8608
Innere Verwaltung, Immobilienmanagement,28,Aufwend. aus int.Leistungsbeziehungen,-53555696.00,2011,8609
Innere Verwaltung, Immobilienmanagement,Interne,Leistungsbeziehungen,-53555696.00,2011,8610
Innere Verwaltung, Gebäudemanagement,2,Zuwendungen und allgemeine Umlagen,0.00,2011,8612
Innere Verwaltung, Gebäudemanagement,4,Öffentlich-rechtl. Leistungsentgelte,0.00,2011,8613
Innere Verwaltung, Gebäudemanagement,5,Privatrechtliche Leistungsentgelte,0.00,2011,8614
Innere Verwaltung, Gebäudemanagement,6,Kostenerstattungen und Kostenumlagen,0.00,2011,8615
Innere Verwaltung, Gebäudemanagement,7,Sonstige ordentliche Erträge,0.00,2011,8616
Innere Verwaltung, Gebäudemanagement,8,Aktivierte Eigenleistungen,0.00,2011,8617
Innere Verwaltung, Gebäudemanagement,10,Ordentliche Erträge,0.00,2011,8618
Innere Verwaltung, Gebäudemanagement,11,Personalaufwendungen,0.00,2011,8619
Innere Verwaltung, Gebäudemanagement,12,Versorgungsaufwendungen,0.00,2011,8620
Innere Verwaltung, Gebäudemanagement,13,Aufwendungen f.Sach-/Dienstleistungen,0.00,2011,8621
Innere Verwaltung, Gebäudemanagement,14,Bilanzielle Abschreibungen,0.00,2011,8622
Innere Verwaltung, Gebäudemanagement,15,Transferaufwendungen,0.00,2011,8623
Innere Verwaltung, Gebäudemanagement,16,Sonstige ordentliche Aufwendungen,0.00,2011,8624
Innere Verwaltung, Gebäudemanagement,17,Ordentliche Aufwendungen,0.00,2011,8625
Innere Verwaltung, Gebäudemanagement,18,Ordentliches Ergebnis,0.00,2011,8626
Innere Verwaltung, Gebäudemanagement,22,Ergebnis lfd. Verwaltungstätigkeit,0.00,2011,8627
Innere Verwaltung, Gebäudemanagement,26,Ergebnis vor int.Leistungsbeziehungen,0.00,2011,8628
Innere Verwaltung, Gebäudemanagement,28,Aufwend. aus int.Leistungsbeziehungen,0.00,2011,8629
Innere Verwaltung, Gebäudemanagement,Interne,Leistungsbeziehungen,0.00,2011,8630
Innere Verwaltung, Zentrale Dienste,2,Zuwendungen und allgemeine Umlagen,-557.03,2011,8632
Innere Verwaltung, Zentrale Dienste,5,Privatrechtliche Leistungsentgelte,-1001999.59,2011,8633
Innere Verwaltung, Zentrale Dienste,6,Kostenerstattungen und Kostenumlagen,-626458.65,2011,8634
Innere Verwaltung, Zentrale Dienste,7,Sonstige ordentliche Erträge,-5252.54,2011,8635
Innere Verwaltung, Zentrale Dienste,10,Ordentliche Erträge,-1634267.81,2011,8636
Innere Verwaltung, Zentrale Dienste,11,Personalaufwendungen,1804419.70,2011,8637
Innere Verwaltung, Zentrale Dienste,12,Versorgungsaufwendungen,70556.70,2011,8638
Innere Verwaltung, Zentrale Dienste,13,Aufwendungen f.Sach-/Dienstleistungen,479472.22,2011,8639
Innere Verwaltung, Zentrale Dienste,14,Bilanzielle Abschreibungen,78184.08,2011,8640
Innere Verwaltung, Zentrale Dienste,16,Sonstige ordentliche Aufwendungen,463652.25,2011,8641
Innere Verwaltung, Zentrale Dienste,17,Ordentliche Aufwendungen,2896284.95,2011,8642
Innere Verwaltung, Zentrale Dienste,18,Ordentliches Ergebnis,1262017.14,2011,8643
Innere Verwaltung, Zentrale Dienste,22,Ergebnis lfd. Verwaltungstätigkeit,1262017.14,2011,8644
Innere Verwaltung, Zentrale Dienste,26,Ergebnis vor int.Leistungsbeziehungen,1262017.14,2011,8645
Innere Verwaltung, Zentrale Dienste,28,Aufwend. aus int.Leistungsbeziehungen,57760.00,2011,8646
Innere Verwaltung, Zentrale Dienste,Interne,Leistungsbeziehungen,57760.00,2011,8647
Innere Verwaltung, Stiftungsmanagement,6,Kostenerstattungen und Kostenumlagen,-319343.55,2011,8649
Innere Verwaltung, Stiftungsmanagement,10,Ordentliche Erträge,-319343.55,2011,8650
Innere Verwaltung, Stiftungsmanagement,11,Personalaufwendungen,317398.16,2011,8651
Innere Verwaltung, Stiftungsmanagement,12,Versorgungsaufwendungen,32392.66,2011,8652
Innere Verwaltung, Stiftungsmanagement,13,Aufwendungen f.Sach-/Dienstleistungen,0.00,2011,8653
Innere Verwaltung, Stiftungsmanagement,14,Bilanzielle Abschreibungen,1058.58,2011,8654
Innere Verwaltung, Stiftungsmanagement,16,Sonstige ordentliche Aufwendungen,7451.17,2011,8655
Innere Verwaltung, Stiftungsmanagement,17,Ordentliche Aufwendungen,358300.57,2011,8656
Innere Verwaltung, Stiftungsmanagement,18,Ordentliches Ergebnis,38957.02,2011,8657
Innere Verwaltung, Stiftungsmanagement,22,Ergebnis lfd. Verwaltungstätigkeit,38957.02,2011,8658
Innere Verwaltung, Stiftungsmanagement,26,Ergebnis vor int.Leistungsbeziehungen,38957.02,2011,8659
Innere Verwaltung, Stiftungsmanagement,28,Aufwend. aus int.Leistungsbeziehungen,49160.00,2011,8660
Innere Verwaltung, Stiftungsmanagement,Interne,Leistungsbeziehungen,49160.00,2011,8661
Innere Verwaltung, IT-Management,7,Sonstige ordentliche Erträge,0.00,2011,8663
Innere Verwaltung, IT-Management,10,Ordentliche Erträge,0.00,2011,8664
Innere Verwaltung, IT-Management,16,Sonstige ordentliche Aufwendungen,0.00,2011,8665
Innere Verwaltung, IT-Management,17,Ordentliche Aufwendungen,0.00,2011,8666
Innere Verwaltung, IT-Management,18,Ordentliches Ergebnis,0.00,2011,8667
Innere Verwaltung, IT-Management,19,Finanzerträge,-1776079.90,2011,8668
Innere Verwaltung, IT-Management,21,Finanzergebnis,-1776079.90,2011,8669
Innere Verwaltung, IT-Management,22,Ergebnis lfd. Verwaltungstätigkeit,-1776079.90,2011,8670
Innere Verwaltung, IT-Management,26,Ergebnis vor int.Leistungsbeziehungen,-1776079.90,2011,8671
Innere Verwaltung, Migrations- und Integrationsmanagement,2,Zuwendungen und allgemeine Umlagen,-31161.29,2011,8673
Innere Verwaltung, Migrations- und Integrationsmanagement,6,Kostenerstattungen und Kostenumlagen,-120781.48,2011,8674
Innere Verwaltung, Migrations- und Integrationsmanagement,7,Sonstige ordentliche Erträge,-4223.31,2011,8675
Innere Verwaltung, Migrations- und Integrationsmanagement,10,Ordentliche Erträge,-156166.08,2011,8676
Innere Verwaltung, Migrations- und Integrationsmanagement,11,Personalaufwendungen,460733.41,2011,8677
Innere Verwaltung, Migrations- und Integrationsmanagement,12,Versorgungsaufwendungen,49393.51,2011,8678
Innere Verwaltung, Migrations- und Integrationsmanagement,13,Aufwendungen f.Sach-/Dienstleistungen,5981.81,2011,8679
Innere Verwaltung, Migrations- und Integrationsmanagement,14,Bilanzielle Abschreibungen,1458.25,2011,8680
Innere Verwaltung, Migrations- und Integrationsmanagement,15,Transferaufwendungen,27445.00,2011,8681
Innere Verwaltung, Migrations- und Integrationsmanagement,16,Sonstige ordentliche Aufwendungen,144866.35,2011,8682
Innere Verwaltung, Migrations- und Integrationsmanagement,17,Ordentliche Aufwendungen,689878.33,2011,8683
Innere Verwaltung, Migrations- und Integrationsmanagement,18,Ordentliches Ergebnis,533712.25,2011,8684
Innere Verwaltung, Migrations- und Integrationsmanagement,22,Ergebnis lfd. Verwaltungstätigkeit,533712.25,2011,8685
Innere Verwaltung, Migrations- und Integrationsmanagement,26,Ergebnis vor int.Leistungsbeziehungen,533712.25,2011,8686
Innere Verwaltung, Migrations- und Integrationsmanagement,28,Aufwend. aus int.Leistungsbeziehungen,36870.00,2011,8687
Innere Verwaltung, Migrations- und Integrationsmanagement,Interne,Leistungsbeziehungen,36870.00,2011,8688
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,2,Zuwendungen und allgemeine Umlagen,-31.78,2011,8690
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-508014.82,2011,8691
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,5,Privatrechtliche Leistungsentgelte,0.00,2011,8692
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,6,Kostenerstattungen und Kostenumlagen,-67316.51,2011,8693
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,7,Sonstige ordentliche Erträge,-101791.09,2011,8694
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,10,Ordentliche Erträge,-677154.20,2011,8695
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,11,Personalaufwendungen,1469129.84,2011,8696
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,12,Versorgungsaufwendungen,143020.29,2011,8697
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,282724.02,2011,8698
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,14,Bilanzielle Abschreibungen,34953.85,2011,8699
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,15,Transferaufwendungen,122461.06,2011,8700
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,16,Sonstige ordentliche Aufwendungen,85128.63,2011,8701
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,17,Ordentliche Aufwendungen,2137417.69,2011,8702
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,18,Ordentliches Ergebnis,1460263.49,2011,8703
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,1460263.49,2011,8704
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,1460263.49,2011,8705
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,138600.00,2011,8706
Sicherheit und Ordnung, Ordnungsrechtliche Angelegenheiten,Interne,Leistungsbeziehungen,138600.00,2011,8707
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-1286691.34,2011,8709
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,6,Kostenerstattungen und Kostenumlagen,0.00,2011,8710
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,7,Sonstige ordentliche Erträge,31473.54,2011,8711
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,10,Ordentliche Erträge,-1255217.80,2011,8712
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,11,Personalaufwendungen,819851.27,2011,8713
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,12,Versorgungsaufwendungen,158206.37,2011,8714
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,337082.75,2011,8715
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,14,Bilanzielle Abschreibungen,3605.75,2011,8716
Sicherheit und Ordnung, Gewerberechtliche Angelegenheiten,15,Transferaufwendungen,29978.86,2011,8717
